htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
nyp.33433051570665,8614553,,,"Le Sage, Alain RenÃ©,",Edinburgh;Printed for Alexander Donaldson;1778.,1778,stk,,,The devil upon two sticks,0.88,324,350,0.999,s,1778,    ,1778
nyp.33433075987150,8679314,31629740,,"Murry, Ann,","London;Printed by J. Fry and Co. for Edward and Charles Dilly, in the Poultry;1778.",1778,enk,,Juvenile literature;Early works to 1800;Young women;Conduct of life;Education;Moral education,"Mentoria, or, The young ladies instructor",0.87,218,246,0.999,s,1778,    ,1778
nyp.33433075994578,8682060,37989466,,"Chapone,",London;J. Walter;1778.,1778,enk,v. 1,Conduct of life;Women,Letters on the improvement of the mind,0.53,96,210,1,s,1778,    ,1778
pst.000005236749,9444325,316924966,,"Le Sage, Alain RenÃ©,","London;S. Crowder, C. Ware, and T. Payne;1778.",1778,xx ,v.1,,The adventures of Gil Blas of Santillane,0.83,271,288,1,s,1778,    ,1778
pst.000005236756,9444325,316924966,,"Le Sage, Alain RenÃ©,","London;S. Crowder, C. Ware, and T. Payne;1778.",1778,xx ,v.2,,The adventures of Gil Blas of Santillane,0.83,235,252,1,s,1778,    ,1778
pst.000005422524,9444325,316924966,,"Le Sage, Alain RenÃ©,","London;S. Crowder, C. Ware, and T. Payne;1778.",1778,xx ,v.3,,The adventures of Gil Blas of Santillane,0.83,254,272,1,s,1778,    ,1778
pst.000005422531,9444325,316924966,,"Le Sage, Alain RenÃ©,","London;S. Crowder, C. Ware, and T. Payne;1778.",1778,xx ,v.4,,The adventures of Gil Blas of Santillane,0.83,245,266,1,s,1778,    ,1778
uc2.ark+=13960=t1td9p949,7670886,3916924,,"Reeve, Clara,",London;E. and C. Dilly;1778,1778,xx ,,,The old English baron,0.76,203,254,1,s,1778,    ,1778
uva.x000456340,9794466,512506,,"Hull, Thomas,",London;Printed for J. Dodsley;1778.,1778,xx ,V.1,Venice (Italy);Social life and customs;Description and travel;English letters,"Select letters between the late Duchess of Somerset, Lady Luxborough, Mr. Whistler, Miss Dolman, Mr. R. Dodsley, William Shenstone, and others;",0.69,240,344,1,s,1778,    ,1778
hvd.hn2hd2,9710074,16688257,,"Bicknell, Alexander,",London;Printed for G. Riley and sold by T. Newberry;1779.,1779,enk,v.1-2,,Prince Arthur,0.9,511,526,1,s,1779,    ,1779
mdp.39015021279255,120955,13336687,,"Devonshire, Georgiana Spencer Cavendish,",London;Printed for T. Lowndes;1779.,1779,enk,v.2,,The sylph;,0.87,201,226,1,s,1779,    ,1779
mdp.39015021279412,120955,13336687,,"Devonshire, Georgiana Spencer Cavendish,",London;Printed for T. Lowndes;1779.,1779,enk,v.1,,The sylph;,0.89,258,272,1,s,1779,    ,1779
mdp.39015078565424,1423731,23638868,,"Swift, Jonathan,",Paris;1779.,1779,fr ,v.2,,Travels into several remote nations of the world. By Lemuel Gulliver,0.52,113,258,1,s,1779,    ,1779
mdp.39015078565432,1423731,23638868,,"Swift, Jonathan,",Paris;1779.,1779,fr ,v.1,,Travels into several remote nations of the world. By Lemuel Gulliver,0.68,152,226,1,s,1779,    ,1779
uc2.ark+=13960=t0ks6kg9x,7689662,3636404,,"Keate, George,",London;Printed for J. Dodsley;1779.,1779,enk,v.2,Margate (England),Sketches from nature,0.84,224,234,0.999,s,1779,    ,1779
uc2.ark+=13960=t7zk5b09n,7689779,4595888,,"Sainte-Palaye,",London;Printed for T. Cadell;1779.,1779,enk,,Troubadours,The literary history of the troubadours,0.51,223,532,1,s,1779,    ,1779
hvd.hn37mg,9713726,17381846,,"Pratt,",London;Printed for R. Baldwin ...;1780.,1780,enk,v.1,,"Shenstone-Green, or, The new Paradise lost",0.8,147,170,1,s,1780,    ,1780
mdp.39015013741437,286443,66267651,,"Croft, Herbert,",London;Printed for G. Kearsley [etc.;1780.,1780,enk,,"Reay, Martha;Hackman, James;1752-1770;Chatterton, Thomas;1752-1779",Love and madness,0.87,291,330,1,s,1780,    ,1780
mdp.39015059896913,1901230,23641784,,,"London;Printed for the proprietor, and sold by Messrs. Fielding and Walker;1780.",1780,enk,,Tales,An entire new collection of romances and novels,0.77,351,434,1,s,1780,    ,1780
mdp.39015078549790,1369043,67409594,,"Defoe, Daniel,",London;Printed for J. Bew;1780.,1780,enk,,,"The wonderful life and most surprizing adventures of Robinson Crusoe ... Faithfully abridged from the three volumes, and adorned with an entire new set of cuts ... from drawings done ... for this edition",0.73,110,148,0.999,s,1780,    ,1780
njp.32101036893236,9472075,13638354,,"Mackenzie, Henry,","Dublin;Printed for W. Sleater, D. Chamberlaine, J. Potts, J. Hoey, jun., J. Williams, R. Moncreiffe, and T. Walker;1780.",1780,ie ,,,The man of feeling,0.89,250,262,1,s,1780,    ,1780
njp.32101037602313,9472393,41221404,,,Dublin;Printed for S. Price [etc.;1780,1780,ie ,,,The relapse;,0.89,246,264,1,s,1780,    ,1780
nyp.33433074911375,8667197,37208315,,"Smollett, T.",London;Harrison and Co.;1780.,1780,enk,,,The adventures of Roderick Random,0.84,544,578,0.998,s,1780,    ,1780
nyp.33433074947445,8615385,37220489,,"Croft, Herbert,",Dublin;J. and R. Byrn;1780.,1780,ie ,,"Hackman, James;Ray, Martha;d. 1779;Chatterton, Thomas;1752-1779;1752-1770;Fiction",Love and madness;,0.87,235,262,0.992,s,1780,    ,1780
ucm.5316526808,9293211,,,"Byron, John,","London;printed for S. Baker and G. Leich..., and T. Davies...;1780.",1780,uk ,,s.18;Viajes alrededor del mundo;1700-;DescripciÃƒÂ_n y viajes;Patagonia;Descubrimiento y exploraciÃƒÂ_n;AmÃƒÂ©rica;DescripciÃƒÂ_n;Santiago de Chile;Gran BretaÃƒÂ±a;Libros de viajes;Marinos,The narrative of the Honourable John Byron (Commodore in a late expedition round the world),0.75,222,284,1,s,1780,    ,1780
uva.x004466918,9793074,12038138,,"Richardson, Samuel,",Dublin;Printed for Thomas Walker ...;1780.,1780,ie ,V.7,"Epistolary fiction, English;Letters;English literature;18th century",The history of Sir Charles Grandison,0.83,313,338,1,s,1780,    ,1780
uva.x004490872,9793074,12038138,,"Richardson, Samuel,",Dublin;Printed for Thomas Walker ...;1780.,1780,ie ,V.5,"Epistolary fiction, English;Letters;English literature;18th century",The history of Sir Charles Grandison,0.84,294,308,1,s,1780,    ,1780
hvd.hn62x4,9711007,12048815,,"Espenscheid, Gertrude E.",London;T. Hookham;1781.,1781,enk,v.1,,The masqued weddings;,0.9,252,260,1,s,1781,    ,1781
hvd.hn62x5,9711007,12048815,,"Espenscheid, Gertrude E.",London;T. Hookham;1781.,1781,enk,v.2,,The masqued weddings;,0.9,255,264,1,s,1781,    ,1781
mdp.39015008180096,1225315,23639289,PQ2005.C5E5 1781,"Marmontel, Jean-FranÃ§ois,",London;Printed for T. Cadell [etc.;1781.,1781,enk,v.2,,Moral tales,0.83,293,314,1,s,1781,    ,1781
mdp.39015016468269,207886,23617219,,"Dodsley, Robert,",London;Printed for J. Dodsley;1781.,1781,enk,,Fables,Select fables of Esop and other fabulists,0.88,286,316,1,s,1781,    ,1781
mdp.39015066644074,1225315,23639289,PQ2005.C5E5 1781,"Marmontel, Jean-FranÃ§ois,",London;Printed for T. Cadell [etc.;1781.,1781,enk,v.1,,Moral tales,0.83,272,296,1,s,1781,    ,1781
mdp.39015066644082,1225315,23639289,PQ2005.C5E5 1781,"Marmontel, Jean-FranÃ§ois,",London;Printed for T. Cadell [etc.;1781.,1781,enk,v.3,,Moral tales,0.83,255,276,1,s,1781,    ,1781
mdp.39015078572255,1420434,23623101,,"Campe, Joachim Heinrich,",Hamburgh;Printed for C.E. Bohn;1781-82.,1781,gw ,,"Voyages, Imaginary",Robinson the younger,0.84,507,526,1,m,1781,1782,1781-1782
mdp.39015078576116,1876753,23625195,,,London;Harrison and co.;1781-86.,1781,enk,v.21,"Collections;Voyages, Imaginary","The novelist's magazine, v.4, 9, 21",0.71,449,640,1,m,1781,1786,1781-1786
mdp.39015078576124,1876753,23625195,,,London;Harrison and co.;1781-86.,1781,enk,v.4,"Collections;Voyages, Imaginary","The novelist's magazine, v.4, 9, 21",0.85,711,736,1,m,1781,1786,1781-1786
mdp.39015078576397,1876753,23625195,,,London;Harrison and co.;1781-86.,1781,enk,v.9,"Collections;Voyages, Imaginary","The novelist's magazine, v.4, 9, 21",0.82,627,716,1,m,1781,1786,1781-1786
nnc1.1002351935,8405502,35176353,,,London;1781.,1781,enk,v.2,,"Sketch of the times; or, Memoirs of Lord Derville; [a novel]",0.89,195,208,1,s,1781,    ,1781
nyp.33433081583183,8688647,7327242,,Aesop.,London;Dodsley;1781.,1781,enk,,1781;Fables;Aesop's fables;English,Select fables of Esop & other fabulists,0.68,216,330,0.999,s,1781,    ,1781
uc2.ark+=13960=t4jm24s6p,7693006,14289653,,"Swift, Jonathan,",London;printed for A. Miller (etc.);1781.,1781,enk,v.13,"Swift, Jonathan;1667-1745",The works of Jonathan Swift,0.77,365,458,0.998,s,1781,    ,1781
uc2.ark+=13960=t70v8c365,7693006,14289653,,"Swift, Jonathan,",London;printed for A. Miller (etc.);1781.,1781,enk,v.16,"Swift, Jonathan;1667-1745",The works of Jonathan Swift,0.6,251,456,0.993,s,1781,    ,1781
hvd.hn4q7f,9707491,4790437,PQ6329.A2 1782a,"Cervantes Saavedra, Miguel de,",London;Harrison;1782.,1782,enk,,,The history and adventures of the renowned Don Quixote,0.9,617,632,1,s,1782,    ,1782
mdp.39015036835745,323891,13421885,PR3539.K57H5 1782,"Kimber, Edward,","Berwick;Printed for W. Phorson; and B. Law, London;1782.",1782,enk,,,The history of the life and adventures of Mr. Anderson,0.85,240,246,1,s,1782,    ,1782
mdp.39015078565366,1423733,23638888,,"Swift, Jonathan,",London;Printed for Harrison and co.;1782.,1782,enk,,,Travels into several remote nations of the world,0.73,120,156,1,s,1782,    ,1782
mdp.39015078575647,1427802,23645989,,"Johnson, R.",Berlin;Sold by C.F. Himburg;1782.,1782,gw ,v.1-5,,The Lilliputian library,0.74,361,498,1,s,1782,    ,1782
uc2.ark+=13960=t72v2gt65,7692332,17380243,,"Scott, Helenus,",London;J. Murray;1782.,1782,enk,,,The adventures of a rupee,0.81,263,298,0.998,s,1782,    ,1782
uc2.ark+=13960=t7zk59s7k,7692869,9056661,,"Sterne, Laurence,",London;Printed for T. Davies and ... G. Kearsley;1782.,1782,enk,,,The beauties of Sterne,0.56,129,256,1,s,1782,    ,1782
dul1.ark+=13960=t7gq7n502,1693890,13355202,PR5670.T3M3 (Rare Bk Coll),"Thomson, William,",London;Printed for J. Murray;1783.,1783,enk,v.1,,The Man in the moon;,0.8,154,178,1,s,1783,    ,1783
mdp.39015011422220,207393,23616992,,"Rowe, Elizabeth Singer,",London;W. Strahan [etc.;1783.,1783,enk,,,Friendship in death,0.72,261,379,1,s,1783,    ,1783
mdp.39015025863096,1734853,23617516,,"Rousseau, Jean-Jacques,",London;Printed by H. Baldwin;1783.,1783,enk,v.4,Education,Emilius and Sophia,0.51,131,308,0.999,s,1783,    ,1783
mdp.39015063616992,482856,8548964,,"Johnstone, Charles,",London;Printed for J. F. and C. Rivington [etc.;1783.,1783,enk,v.4,,"Chrysal; or, The adventures of a guinea",0.88,278,308,1,s,1783,    ,1783
mdp.39015063617008,482856,8548964,,"Johnstone, Charles,",London;Printed for J. F. and C. Rivington [etc.;1783.,1783,enk,v.3,,"Chrysal; or, The adventures of a guinea",0.88,282,306,1,s,1783,    ,1783
mdp.39015063617016,482856,8548964,,"Johnstone, Charles,",London;Printed for J. F. and C. Rivington [etc.;1783.,1783,enk,v.2,,"Chrysal; or, The adventures of a guinea",0.89,300,316,1,s,1783,    ,1783
mdp.39015063617024,482856,8548964,,"Johnstone, Charles,",London;Printed for J. F. and C. Rivington [etc.;1783.,1783,enk,v.1,,"Chrysal; or, The adventures of a guinea",0.89,290,306,1,s,1783,    ,1783
mdp.39015063937836,246409,9801294,,"Mackenzie, Henry,",London;Printed for W. Strahan and T. Cadell;1783.,1783,enk,,,The man of feeling,0.89,284,303,1,s,1783,    ,1783
mdp.39015064575106,205932,17381784,PZ3.P8915L,"Pratt,",London;G. Robinson and J. Bew;1783.,1783,enk,v.1,,Liberal opinions,0.65,194,321,1,s,1783,    ,1783
mdp.39015064575254,205932,17381784,PZ3.P8915L,"Pratt,",London;G. Robinson and J. Bew;1783.,1783,enk,v.3,,Liberal opinions,0.8,243,277,1,s,1783,    ,1783
mdp.39015078549774,1369049,23640733,,"Defoe, Daniel,",London;Printed for W. Lane;1783.,1783,enk,,,The life and most surprizing adventures of Robinson Crusoe,0.78,295,356,1,s,1783,    ,1783
mdp.39015078562280,1422187,5866799,,"Paltock, Robert,",London;Printed for Harrison and Co.;MDCCLXXXIII. [1783,1783,enk,,"Voyages, Imaginary","The life and adventures of Peter Wilkins, a Cornish man",0.8,183,210,1,r,1783,1751,1783
njp.32101037020730,9656813,29453038,,"Murdoch, John,","Dublin;Printed by J. Rea, 1783.",1783,enk,,"Burns, Robert;1759-1796",Pictures of the heart,0.7,180,260,1,s,1783,    ,1783
njp.32101037021282,9656819,29767292,,"Pratt,",London;Printed for R. Baldwin;1783.,1783,enk,v.2,,Emma Corbett,0.82,249,272,1,s,1783,    ,1783
njp.32101037021290,9656819,29767292,,"Pratt,",London;Printed for R. Baldwin;1783.,1783,enk,v.1,,Emma Corbett,0.81,250,286,1,s,1783,    ,1783
nyp.33433082227525,8660692,2774301,,"Sterne, Laurence,",London;Printed for the proprietor;1783.,1783,enk,v. 7,,The works of Laurence Sterne,0.77,232,286,0.997,s,1783,    ,1783
nyp.33433082227772,8664837,37158848,,"Sterne, Laurence,",London;1783.,1783,enk,v. 2,,Works of Laurence Sterne,0.82,288,318,0.969,s,1783,    ,1783
uc2.ark+=13960=t40r9nf6g,246409,9801294,,"Mackenzie, Henry,",London;Printed for W. Strahan and T. Cadell;1783.,1783,enk,,,The man of feeling,0.89,284,302,1,s,1783,    ,1783
uc2.ark+=13960=t6ww78d6q,7688350,1718377,,"Graves, Richard,",London;J. Dodsley;1783.,1783,xx ,v.3,,The spiritual Quixote,0.89,326,350,0.999,s,1783,    ,1783
hvd.hn25zc,9707268,19904160,,,"London;Printed for W. Strahan, J.F. and C. Rivington ... [and 7 others;1784.",1784,enk,,Fables,"FabulÃ_ Ã†sopi selectÃ_, or, Select fables of Ã†sop",0.89,162,170,1,s,1784,    ,1784
hvd.hn5hbi,9711197,2335967,,"FernÃ¡ndez de Avellaneda, Alonso.",London;Printed for Harrison and Co.;1784.,1784,enk,,,A continuation of the history and adventures of the renowned Don Quixote de la Mancha,0.83,250,268,1,s,1784,    ,1784
mdp.39015030208071,280095,23628392,,,London;Printed for J. Debrett;1784.,1784,enk,,Husband and wife;Peeress of England,Letters from a peeress of England to her eldest son,0.82,142,156,1,s,1784,    ,1784
mdp.39015062288223,1225998,7789498,PR3291.A1E36 (Office),,London?;1784?,1784,enk,v.2,"supposed author;Matthews, John;1755-1826",Eloisa en dÃ©shabille,0.53,145,320,1,s,1784,    ,1784
mdp.39015062288249,1225998,7789498,PR3291.A1E36 (Office),,London?;1784?,1784,enk,v.3,"supposed author;Matthews, John;1755-1826",Eloisa en dÃ©shabille,0.53,150,326,1,s,1784,    ,1784
mdp.39015062288256,1225998,7789498,PR3291.A1E36 (Office),,London?;1784?,1784,enk,v.4,"supposed author;Matthews, John;1755-1826",Eloisa en dÃ©shabille,0.72,221,308,1,s,1784,    ,1784
mdp.39015065783840,249201,17381083,,"Paltock, Robert,","Berwick;Printed for W. Phorson and B. Law, London;1784.",1784,stk,v.2 1784,"Voyages, Imaginary","The life and adventures of Peter Wilkins, a Cornish man",0.88,233,252,1,s,1784,    ,1784
mdp.39015065783857,249201,17381083,,"Paltock, Robert,","Berwick;Printed for W. Phorson and B. Law, London;1784.",1784,stk,v.1 1784,"Voyages, Imaginary","The life and adventures of Peter Wilkins, a Cornish man",0.88,234,252,1,s,1784,    ,1784
mdp.39015078563262,249201,17381083,,"Paltock, Robert,","Berwick;Printed for W. Phorson and B. Law, London;1784.",1784,stk,v.2,"Voyages, Imaginary","The life and adventures of Peter Wilkins, a Cornish man",0.88,231,254,1,s,1784,    ,1784
mdp.39015078563270,249201,17381083,,"Paltock, Robert,","Berwick;Printed for W. Phorson and B. Law, London;1784.",1784,stk,v.1,"Voyages, Imaginary","The life and adventures of Peter Wilkins, a Cornish man",0.89,240,256,1,s,1784,    ,1784
nyp.33433024101465,8606451,23632022,PR 3615.P5 L7 1784,"Paltock, Robert,","Berwick;Printed for W. Phorson, and B. Law;Ave-Maria-Lane, London;1784.",1784,stk,v. 2,English fiction,"The life and adventures of Peter Wilkins, a Cornish man",0.89,237,252,1,s,1784,    ,1784
nyp.33433074907738,8663880,1515334,,"Burney, Fanny,",London;Printed for T. and W. Lowndes;1784.,1784,xx ,v. 1,,Evelina ;,0.89,248,266,1,s,1784,    ,1784
nyp.33433074907746,8663880,1515334,,"Burney, Fanny,",London;Printed for T. and W. Lowndes;1784.,1784,xx ,v. 2,,Evelina ;,0.89,281,294,1,s,1784,    ,1784
nyp.33433074911334,8663677,5420411,,"Smollett, T.",London;W. Strahan [etc.;1784.,1784,enk,v. 1,English fiction,The adventures of Peregrine Pickle,0.88,276,300,1,s,1784,    ,1784
nyp.33433074911342,8663677,5420411,,"Smollett, T.",London;W. Strahan [etc.;1784.,1784,enk,v. 2,English fiction,The adventures of Peregrine Pickle,0.89,295,316,1,s,1784,    ,1784
nyp.33433074911359,8663677,5420411,,"Smollett, T.",London;W. Strahan [etc.;1784.,1784,enk,v. 3,English fiction,The adventures of Peregrine Pickle,0.88,294,318,1,s,1784,    ,1784
nyp.33433074911367,8663677,5420411,,"Smollett, T.",London;W. Strahan [etc.;1784.,1784,enk,v. 4,English fiction,The adventures of Peregrine Pickle,0.89,303,322,1,s,1784,    ,1784
nyp.33433074913389,8666487,37201529,,,Dublin;C. Lodge;1784.,1784,ie ,v. 1-2,English fiction,"The history of Julia Benson, in a series of letters",0.89,232,246,0.999,s,1784,    ,1784
nyp.33433074955257,8666731,37203279,,"Pratt,",Dublin;Printed by G. Perrin;1784.,1784,ie ,,English fiction,The tutor of truth,0.89,260,278,1,s,1784,    ,1784
nyp.33433075813414,8615391,2293441,,"Rousseau, Jean-Jacques,","London;Printed by H. Baldwin, sold by R. Baldwin ... and T. Becket ...;1784.",1784,enk,v. 4,,"Eloisa, or, A series of original letters",0.89,294,312,1,s,1784,    ,1784
nyp.33433075813422,8615391,2293441,,"Rousseau, Jean-Jacques,","London;Printed by H. Baldwin, sold by R. Baldwin ... and T. Becket ...;1784.",1784,enk,v. 3,,"Eloisa, or, A series of original letters",0.89,314,330,1,s,1784,    ,1784
nyp.33433075813430,8615391,2293441,,"Rousseau, Jean-Jacques,","London;Printed by H. Baldwin, sold by R. Baldwin ... and T. Becket ...;1784.",1784,enk,v. 2,,"Eloisa, or, A series of original letters",0.89,308,320,1,s,1784,    ,1784
nyp.33433075813448,8615391,2293441,,"Rousseau, Jean-Jacques,","London;Printed by H. Baldwin, sold by R. Baldwin ... and T. Becket ...;1784.",1784,enk,v. 1,,"Eloisa, or, A series of original letters",0.89,347,360,1,s,1784,    ,1784
nyp.33433076095813,8661469,11015378,,"Swift, Jonathan,",London;Printed for C. Elliot;1784.,1784,enk,v. 5,,"The works of Jonathan Swift, D.D., Dean of St. Patrick's, Dublin",0.55,232,504,0.999,s,1784,    ,1784
nyp.33433076095896,8661469,11015378,,"Swift, Jonathan,",London;Printed for C. Elliot;1784.,1784,enk,v. 13,,"The works of Jonathan Swift, D.D., Dean of St. Patrick's, Dublin",0.66,295,464,0.997,s,1784,    ,1784
nyp.33433076096019,1423478,15042087,,"Swift, Jonathan,",London;Printed for C. Bathurst [etc.;1784.,1784,enk,v. 14,,The works of the Rev. Dr. Jonathan Swift,0.55,204,422,1,s,1784,    ,1784
uc2.ark+=13960=t83j3c892,7690886,7630697,,"Montagu, Mary Wortley,",London;Printed for T. Cadell [etc.;1784.,1784,enk,v.1,,Letters of the right honourable Lady M--y W-----y M------e,0.67,159,248,1,s,1784,    ,1784
uva.x004123168,1423478,15042087,,"Swift, Jonathan,",London;Printed for C. Bathurst [etc.;1784.,1784,enk,v.6,,The works of the Rev. Dr. Jonathan Swift,0.54,192,406,1,s,1784,    ,1784
uva.x030576708,1423478,15042087,,"Swift, Jonathan,",London;Printed for C. Bathurst [etc.;1784.,1784,enk,v.14,,The works of the Rev. Dr. Jonathan Swift,0.55,204,420,1,s,1784,    ,1784
inu.30000128785676,6929938,4287978,,"Gueullette, Thomas-Simon,",London;Harrison;1785.,1785,enk,,,Tartarian tales,0.89,427,448,1,s,1785,    ,1785
mdp.39015024230586,1796037,5236729,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;Printed for G. Robinson;1785.,1785,enk,v.1,,Tales of the castle;,0.81,304,340,1,s,1785,    ,1785
mdp.39015024230594,1796037,5236729,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;Printed for G. Robinson;1785.,1785,enk,v.2,,Tales of the castle;,0.77,252,315,1,s,1785,    ,1785
mdp.39015024230602,1796037,5236729,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;Printed for G. Robinson;1785.,1785,enk,v.3,,Tales of the castle;,0.8,280,325,1,s,1785,    ,1785
mdp.39015024230610,1796037,5236729,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;Printed for G. Robinson;1785.,1785,enk,v.4,,Tales of the castle;,0.58,152,297,1,s,1785,    ,1785
mdp.39015024230628,1796037,5236729,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;Printed for G. Robinson;1785.,1785,enk,v.5,,Tales of the castle;,0.76,235,299,1,s,1785,    ,1785
mdp.39015063560554,246311,23625891,PZ3.M422C,"Mathews, Charles,",London;T. Hookham;1785.,1785,enk,v.2,,Constance,0.89,265,284,1,s,1785,    ,1785
mdp.39015063560596,246311,23625891,PZ3.M422C,"Mathews, Charles,",London;T. Hookham;1785.,1785,enk,v.1,,Constance,0.89,296,316,1,s,1785,    ,1785
mdp.39015063560604,246311,23625891,PZ3.M422C,"Mathews, Charles,",London;T. Hookham;1785.,1785,enk,v.3,,Constance,0.89,259,273,1,s,1785,    ,1785
mdp.39015063560612,246311,23625891,PZ3.M422C,"Mathews, Charles,",London;T. Hookham;1785.,1785,enk,v.4,,Constance,0.88,252,274,1,s,1785,    ,1785
mdp.39015063918562,167578,12863972,,,London;Printed for G. G. J. and J. Robinson;1785.,1785,enk,,"Goethe, Johann Wolfgang von;Werther;1749-1832",Eleanora: from the Sorrows of Werter,0.9,318,329,1,s,1785,    ,1785
mdp.39015063979648,249116,13440754,PZ3.P3115A,"Peacock, Lucy,","London;Printed for the author, by T. Bensley;1785.",1785,enk,,,"The adventures of the six princesses of Babylon, in their travels to the temple of virtue",0.84,144,178,1,s,1785,    ,1785
mdp.39015078549725,1369056,23640912,,"Defoe, Daniel,",London;Printed for B. Law [etc.;1785.,1785,enk,,,"The life and most surprising adventures of Robinson Crusoe, of York, mariner;",0.73,253,344,1,s,1785,    ,1785
mdp.39015078549733,1369055,23640885,,"Defoe, Daniel,","Chester;Printed by J. Fletcher, for T. Craig, in Nantwich;1785.",1785,pau,,,"The life and most surprizing adventures of Robinson Crusoe of York, mariner;",0.79,260,306,1,s,1785,    ,1785
mdp.39015078549758,1369052,23640812,,"Defoe, Daniel,",London;Printed at the Logographic press;1785.,1785,enk,v.1,,"The whole life and strange surprising adventures of Robinson Crusoe, of York, mariner",0.84,486,516,1,s,1785,    ,1785
njp.32101037569348,9472304,13366345,,"Peacock, Lucy,","London;Printed for the author, by T. Bensley;And sold by J. Buckland, Pater-Noster-Row;J. Pridden, Fleet-Street;And by the author, at A. Perfetia's, No. 91, Wimpole-Street, Cavendish-Square;1785.",1785,enk,,Conduct of life;Fairy tales;Juvenile fiction,"The adventures of the six princesses of Babylon, in their travels to the temple of virtue",0.83,139,178,1,s,1785,    ,1785
nnc1.1002346427,666417,23624333,,"Combe, William,",Dublin;Printed for Messrs. Sheppard [etc.;1785.,1785,ie ,v.1-2,,Letters of the late Lord Lyttelton,0.57,153,300,0.997,s,1785,    ,1785
nyp.33433075752802,8667488,15264127,,"Stevens, George Alexander,",London;J. Murray;1785.,1785,enk,,,"The dramatic history of Master Edward, Miss Ann and others",0.61,139,241,1,s,1785,    ,1785
uc1.31822035065192,10519048,39614457,,"Newton, John,","London;Printed by H. Trapp, and to be had at Mr. Neal's; Mr. B. Nind [etc.;1785",1785,enk,,"Death;Christianity;Death and burial;Children and death;Religious aspects;Cunningham, Eliza;1771-1785;Children",A monument to the praise of the Lord's goodness and to the memory of dear Eliza Cunningham,0.73,30,40,0.973,s,1785,    ,1785
uc2.ark+=13960=t20c53p5n,7699062,12290496,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;G. Robinson;1785.,1785,enk,v.2,,"Tales of the castle; or, Stories of instruction and delight",0.75,211,276,1,s,1785,    ,1785
uc2.ark+=13960=t6348sv3z,7699062,12290496,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;G. Robinson;1785.,1785,enk,v.3,,"Tales of the castle; or, Stories of instruction and delight",0.65,185,296,1,s,1785,    ,1785
uc2.ark+=13960=t6542w167,7699062,12290496,,"Genlis, StÃ©phanie FÃ©licitÃ©,",London;G. Robinson;1785.,1785,enk,v.1,,"Tales of the castle; or, Stories of instruction and delight",0.82,285,312,1,s,1785,    ,1785
ucm.5323779527,9331439,,,"Thomson, Alexander.",London;printed for G. G. J. and J. Robinson ...;1785.,1785,uk ,,,Memoirs of a Pythagorean,0.64,134,222,1,s,1785,    ,1785
dul1.ark+=13960=t0ms4mx49,10942285,13274424,,"Bennett,",Dublin;White;1786.,1786,ie ,v.2,"Publisher;Dublin;1786;Ireland;Place;Provenance;Butler, Mrs;White, Luke","Anna; or, Memoirs of a Welch heiress",0.84,307,320,1,s,1786,    ,1786
dul1.ark+=13960=t3vt2js1t,10942285,13274424,,"Bennett,",Dublin;White;1786.,1786,ie ,v.1,"Publisher;Dublin;1786;Ireland;Place;Provenance;Butler, Mrs;White, Luke","Anna; or, Memoirs of a Welch heiress",0.82,297,324,1,s,1786,    ,1786
dul1.ark+=13960=t6nz8wn66,10944185,23637648,PR3318.B32M5 1786,"Berington, Simon,",London;Printed for Harrison and Co.;1786.,1786,enk,,"Negley, Glenn Robert, 1907-;Publisher;London;Utopias;Harrison and Co;1786;Place;Provenance;England;Voyages, Imaginary",The adventures of Signor Gaudentio di Lucca,0.89,108,114,1,s,1786,    ,1786
hvd.hn4qk8,9707539,11206433,,"Cervantes Saavedra, Miguel de,","London;W. Longman, etc.;1786.",1786,enk,vol.4,,The history and adventures of the renowned Don Quixote,0.85,374,384,1,s,1786,    ,1786
hvd.hn4qkb,9707539,11206433,,"Cervantes Saavedra, Miguel de,","London;W. Longman, etc.;1786.",1786,enk,vol.3,,The history and adventures of the renowned Don Quixote,0.84,387,410,1,s,1786,    ,1786
mdp.39015016456066,761576,4086560,PR1241.L6 vol.98,"Inchbald,",London;G. G. J. and J. Robinson;1786.,1786,enk,,,The widow's vow,0.59,36,90,0.998,s,1786,    ,1786
mdp.39015059407836,472477,66791729,,"Berington, Simon,",London;Printed for Harrison and co.;1786.,1786,enk,,"Utopias;Voyages, Imaginary",The adventures of Signor Gaudentio di Lucca [pseud.],0.55,62,124,1,s,1786,    ,1786
mdp.39015078548743,472477,66791729,,"Berington, Simon,",London;Printed for Harrison and co.;1786.,1786,enk,,"Utopias;Voyages, Imaginary",The adventures of Signor Gaudentio di Lucca [pseud.],0.57,61,118,1,s,1786,    ,1786
