oclc,AuthorName,AuthorDates,Title,PubLocation,PubDate,Format,VolumeStatement,paratextTitleControlled,EpigraphBoolean,NarrativeForm,NarrativeFormAdditional,NonProseForms,InscriptionBoolean,MarginaliaBoolean,TranslationClaim,TitleOtherWorks,TitleNouns,TitleAdjectives,TitlePlaces,TitleNames,TitleVerbs,TitleObjects,TitleAdverbs,Cataloger
,,,"A genuine account of the life and transactions of Howell ap David Price, gentleman of Wales. Exhibiting a series of most remarkable occurences during his seven years travels abroad; five of which were spent with a lady he had released from slavery. With farther particulars since his return with her to England. Written by himself. ",London,1752,Duodecimo,,Table of Contents,0,First-person,Letters,,0,1,,,"Account, Life, Transaction, Gentleman, Series, Occurence, Year, Lady, Slavery, Particular, Himself, Travel, Return","Genuine, Most, Remarkable, Seven, Five, Farther, Further, Written","England, Wales",Howell ap David Price,"Exhibit, Spend, Release",,Abroad,TJT 6/10/2014 Swarthmore College JRH
,"Davys, Mary, ",1674-1731.,The reform'd coquet; or memoirs of Amoranda.,London,1752,Duodecimo,,"Dedication, Preface",1,Third-person,First-personLetters,Poems,1,1,,The Humours of York,"Coquet, Memoir, Novel, Author, Edition, Humour, Humor","Reformed, Reform'd, Sixth",York,"Amoranda, Mrs. Davys",,"Novel, Memoir",,NAA 6/11/2014 Swarthmore College JRH
,"Smythies, Miss.",fl. 1753-1759.,"The stage-coach: containing the character of Mr. Manly, and the history of his fellow-travellers. Vol. I. ",London,1753,Duodecimo,,"Table of contents, Table of contents, Footnote",1,Third-person,Letters,,0,1,,,"Stage-coach, Stagecoach, Character, Mr. , History , Travellers",Fellow,,Mr. Manly,Contain,"Stage-coach, Stagecoach",,TJT
,"Smythies, Miss. ",fl. 1753-1759.,"The stage-coach: containing the character of Mr. Manly, and the history of his fellow-travellers. Vol. I. ",London,1753,Duodecimo,,Table of contents,1,Third-person,Letters,,0,1,,,,,,,,,,TJT 7/7/14 Swarthmore College EJM
,"Lennox, Charlotte ",1729-1804,"The female Quixote; or, the adventures of Arabella. In two volumes. Vol. 1. The second edition: revised and corrected.",London,1752,Duodecimo,In two volumes.,"Dedication , Table of contents ",0,Third-person,,,0,0,,,"Adventure, Edition, Volume","Female, Second, Revised , Corrected ",,"Arabella , Quixote",,,,EJM 6/9/2014 Swarthmore College JRH
,"Lennox, Charlotte ",1729-1804,"The female quixote; or, the adventures of arabella. In two volumes. Vol. 1 ",London,1752,Duodecimo,In two volumes.,"Dedication, Table of Contents",0,Third-person,,,1,0,,,"Adventure, Volume",Female,,"Arabella , Quixote",,,,EJM 6/9/2014 Swarthmore College JRH
,"Aunillon, Pierre-Charles-Fabiot",1684-1760,"The force of education. Illustrated in the memoirs of Mademoiselle de St. Eugene, and the Baron de Cromstad. Translated from the French of Monsieur de V-----.",London,1751,Duodecimo,,Preface ,0,Third-person,Letters,,0,0,Translation,,"Force, Education, Memoir , Mademoiselle , French, Baron, Monsieur ","Illustrated, Translated","St. Eugene , Cromstad ","Mademoiselle de St. Eugene , Baron de Cromstad, Monsieur de V----",,,,EJM 6/11/14 Swarthmore College JRH
,,,The Prince of Abissinia.  A tale.  In two volumes.  Vol. I.,London,1759,Octavo,In two volumes.,"Table of contents, Table of contents",0,Third-person,,,0,1,,,,,,,,,,
,"Chetwood, W. R. ",-1766,"The voyages and adventures of Capt. Robert Boyle, who was taken into slavery; and the manner of his making his escape in company with Mrs. Villars, an English lady, who was also in slavery with him. In which is interspersed, the history of Antonio Alvares, an Italian, who was also in slavery with them: and the life and adventures of Don Pedro Aquilio. To which is added, the voyage and shipwreck of Richard Castelman, gent. With a description of PensylvaniaÃ¢Ë†_ÃƒÂ®Ã¢Ë†_Ã¢Ë†Ã¨Ã…â€™Ã‚Â©and Philadelphia. ",London,1772,Octavo,,Preface ,0,First-person,Letters,,0,0,,,"Voyage, Adventure, Manner, Escape, Company, Lady, History, Life, Shipwreck, Description, Slavery, Italian",English,"Pensylvania, Pennsylvania , Philadelphia","Captain Robert Boyle, Mrs. Villars, Antonio Alvares, Don Pedro Aquilo, Richard Castelman, Gent. ","Make, Interspersed , Take, Add",Description ,,EJM 6/17/14 Swarthmore College JRH
,"Leaf, Jeremy",,Worldly Compliances. Dedicated to the Lady Frances Shirley. ,London,1752,Quarto,,"Dedication, To the Reader ",0,Dramatic dialogue,"Third person , Letters",,0,0,,,"Compliance , Lady",Worldly ,,Lady Frances Shirley ,Dedicate ,,,EJM 6/9/2014 Swarthmore College NAA
,"Mozeen, Thomas, ",d. 1768.,"Young Scarron. (Price, bound 2s. 2d. Sew'd in blue paper, I s. 7 1/2 d.)",Dublin,1752,Duodecimo,,"Dedication, Dedication, Table of contents, Footnotes",1,First-person,Letters,,1,1,,,"Paper, Price","Young, Bound, Sew'd, Sewed, Blue",,Scarron,,,,JRH 6/9/2014 Swarthmore College EJM
1005225,"Gueullette, Thomas-Simon,",1683-1766.,"Peruvian tales, related, in one thousand and one hours, by one of the select virgins of Cusco, to the Ynca of Peru, to dissuade him from a resolution he had taken to destroy himself by poison. Interspersed with curious and historical remarks, explaining the religious and civil customs, and ceremonies, of the ancient inhabitants of that great empire. Translated from the original French by Samuel Humphreys, esq;",London,1734,Duodecimo,,"Dedication, Preface, Table of contents, Footnotes",0,Third-person,First-person,,1,1,Translation,,"Tale, Hour, Virgin, Ynca, Inca, Resolution, Poison, Remark, Custom, Ceremony, Inhabitant, Empire, French, Esquire","Peruvian, One thousand and one, One, Thousand, Select, Curious, Historical, Religious, Civil, Ancient, Great, Original",Peru,"Cusco, Samuel Humphreys, Esq.","Relate, Dissuade, Destroy, Intersperse, Explain, Translate",,,KGP Haverford College 7/30/2015 NB
1170822,,,"Memoirs of Lydia Tongue-pad, and Juliana Clack-it.",London,1760,Duodecimo,,,1,First-person,Third-person,"Poems, Letters",0,1,,,"Memoir, Tongue, Pad",,,"Lydia Tongue-pad, Juliana Clack-it",Clack,,,NB 6/4/15 Swarthmore College ATM
1201985,"Amory, Thomas,",1691?-1788?,"Memoirs: containing the lives of several ladies of Great Britain. A history of antiquities, productions of nature, and monuments of art. Observations on the Christian religion, as professed by the established church, and dissenters of every denomination. Remarks on the writings of the greatest English divines : with a variety of disquisitions and opinions relative to criticism and manners; and many extraordinary actions. In two volumes. Vol. I.",London,1766,Duodecimo,In two volumes.,"Dedication, Advertisement, Table of contents, Footnotes",1,Epistolary,,"Theatrical dialogue, Poems",0,1,,,"Memoir, Life, Lady, History, Antiquity, Production, Nature, Monument, Art, Observation, Religion, Church, Dissenter, Denomination, Remark, Writing, Divine, Variety, Disquistion, Opinion, Criticism, Manner, Action, Volume","Several, Christian, Established, Every, Greatest, English, Relative, Many, Extraordinary, Two",Great Britain,,"Contain, Profess",,,NB 7/7/15 Swarthmore College IH
147525,"Brooke, Henry,",1703?-1783.,"The fool of quality; or, the history of Henry Earl of Moreland. In four volumes. Vol. I the second edition. By Mr. Brooke.",London,1770,Duodecimo,In four volumes.,"Dedication, Preface, Advertisement",0,Third-person,"First-person, Letters, Dramatic dialogue",,1,0,,,"Fool, Quality, History, Earl, Volume, Edition","Four, Second",,Henry Earl of Moreland,,,,NB 6/30/15 Swarthmore College MH
147525,"Brooke, Henry,",1703?-1783.,"The fool of quality, or the history of Henry Earl of Moreland. In four volumes.",London,1770,Duodecimo,In four volumes.,"Dedication, Preface, Advertisement",0,Third-person,"First-person, Letters, Dramatic dialogue",,0,1,,,"Fool, Quality, History, Earl, Volume, Edition","Four, Second",,Henry Earl of Moreland,,,,KS 6/22/15 University of Pennsylvania IH
150692,,,"Margaretta, Countess of Rainsford.",London,1769,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,,"Countess, Novel, Volume","Sentimental, Two",Rainsford,"Margaretta, Countess of Rainsford, Margaretta",,,,NB 6/29/15 Swarthmore College MH
1523425,"Richardson, Samuel,",1689-1761.,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. By Mr. Richardson, author of Pamela and Sir Charles Grandison. In eight volumes. The sixth edition. Vol. I.",London,1769,Duodecimo,In eight volumes.,"Poem, Preface, List of characters, Footnotes, Footnotes, Footnotes, Footnotes, Footnotes, Note, Table of contents, Conclusion, Postscript, Poem",0,Epistolary,Third-person,"Poems, Sheet music",0,1,,"Pamela, Sir Charles Grandison","History, Lady, Concern, Life, Author, Volume, Edition, Distress, Misconduct, Parent, Child, Relation, Marriage","Young, Important, Private, Eight, Sixth, Both",,"Clarissa, Mr. Richardson","Comprehend, Shew, Show, Attend",,"Most, Particularly",YDS 7/7/15 Swarthmore College GE
1523438,"Aulnoy,",1650 or 51-1705.,"The memoirs of the court of Scotland, or, the history of the Earl of Douglas ; with the secret history of Mackbeth, King of Scotland. Written by the author of The ladies travels into Spain, The memoirs of the court of England, and The memoirs of the Earl of Warwick. To which is added the Art of love; or the Amours of Count Schlick, Chancellor to the Emperor, with a young court lady ; written in Latin by Pope Pius the II.",London,1711,Octavo,,"Dedication, Preface",0,Third-person,"First-person, Letters",,0,1,Translation,"The ladies travel into Spain, Memoirs of the Court of England, Memoirs of the Earl of Warwick","Memoir, Court, History, Earl, History, King, Author, Lady, Travel, Art, Love, Amour, Count, Chancellor, Emperor, Latin, Pope, Manuscript, Emperor, Quality, Poet-Laureat, Poet, Laureat, Secretary","Secret, Young, Second, Ancient, Original, Same","Scotland, Douglas, Scotland, Spain, England, Warwick, Sienna","Earl of Douglas, Mackbeth, Macbeth, King of Scotland, Earl of Warwick, Count Schlick, Pope Pius the II, Pius, Emperor Sigismund, Aenaes Sylvius","Write, Add, Take",Manuscript,Very,KGP 7/17/15 Haverford College NB
1523447,Phdrus.,,"The fables of Phaedrus, who was made a Denizen of Rome by Augustus Caesar, mostly selected from Aesop's Fables. Render'd into familiar English. By Thomas Dyche. The second edition.","London, Printed for Sam. Butler at Bernard's-Inn gate in Holborn,",1713,Duodecimo,,"Dedication, Other, Preface, Preface, Dedication, Preface, Preface",0,Third-person,,,0,1,,Aesop's Fables,"Fable, Denizen, English, Edition","Familiar, Second",Rome,"Phaedrus, Augustus Caesar, Aesop, Thomas Dyche","Make, Select, Render",,Mostly,KS 08/06/15 University of Pennsylvania MH
1532730,"Scarron,",1610-1660.,"The whole comical works of Monsr. Scarron. Containing I. His comical romance of a company of stage-players. In three parts, compleat. II. All his novels and histories. III. His select letters, characters, &c. A great part of which never before in English. Translated by Mr. Tho. Brown, Mr. Savage, and others.",London,1700,Octavo,"In three parts, compleat.","To the Reader, Letter, To the Reader, Footnotes, Table of contents.",1,First-person,Letters,Poems,0,0,,,"Work, Monsr., Romance, Company, Stage-Player, Part, Novel, History, Letter, Character, English, Mr., Other","Whole, Comical, Three, Compleat, Complete, Select, Great",,"Monsr. Scarron, Mr. Tho. Brown, Mr. Savage","Contain, Translate",Letter,Never,MH 7/27/15 University of Pennsylvania NB
1540890,"Castiglione, Baldassarre,",1478-1529.,"Il Cortegiano, or the courtier: written by Conte Baldassar Castiglione. And a new version of the same into English. Together with several of his celebrated pieces, as well Latin and Italian, both in prose and verse. To which is prefix'd, the life of the author. By A.P. Castiglione, of the same family.",London,1727,Quarto,,"Dedication, Dedication, To the reader, Subscriber's list, About the author, Preface, Preface, Errata",0,First person,,Poems,0,0,Translation,,"cortegiano, courtier, count, version, English, piece, Latin, prose, verse, prefix, life, author, family","new, same, celebrated",,"Conte Baldassar Castiglione, Italian, A.P. Castiglione",write,,,GE 7/14/15 Swarthmore College KGP
155079-1,"Scott, Sarah,",1723-1795.,"A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. ",London,1764,Duodecimo,,Advertisement,0,Epistolary,Third-person,,0,1,,,"Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel","Adjacent, Such, Historical, Proper",Millenium Hall,,"Excite, Lead",,Together,KS 6/11/15 University of Pennsylvania IH
155079-2,"Scott, Sarah,",1723-1795.,"A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. ",London,1764,Duodecimo,,Advertisement,0,Epistolary,Third-person,,0,1,,,"Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel","Adjacent, Such, Historical, Proper",Millenium Hall,,"May, Excite, Lead",,Together,KS 6/11/15 University of Pennsylvania NB
155707,"Tooke, William,",1744-1820.,The loves of Othniel and Achsah. Translated from the Chaldee. Volume the first.,London,1769,Octavo,,"Table of contents, Errata, Preface, Introduction, Postscript, Footnotes, Errata",0,Third-person,,,1,1,Translation,,"Love, Chaldee, Volume","First, Second",,"Othniel, Achsah",Translate,,,MH 6/23/15 University of Pennsylvania NB
156893,"Sterne, Laurence,",1713-1768.,"A sentimental journey, &c. &c. Vol I",London,1768,Octavo,,"Subscribers' list, Footnotes",0,First-person,,,0,1,,,Journey,Sentimental,"France, Italy",Mr. Yorick,,,,NB 6/18/15 Swarthmore College MH
157119,"Sterne, Laurence,",1713-1768.,"A sentimental journey, &c. &c. Vol. I.",London,1768,Octavo,,"Subscribers' list, Footnotes",0,First-person,,,1,1,,,Journey,Sentimental,"France, Italy",Mr. Yorick,,,,NB 6/19/15 Swarthmore College KGP
1623886,"Creichton, John,",b. 1648.,"The memoirs of Capt. John Creichton. From his own materials, drawn up and digested by Jonathan Swift, D.D. D.S.P.D. First printed in the year, 1731.",Glasgow,1768,Duodecimo,,"Footnotes, Advertisement, To the reader",0,First-person,,,1,1,Adaptation,,"Captain, Memoir, Material, Year, 1731",,,"Capt. John Creichton, Jonathan Swift, D.D. D.S.P.D.","Draw, Print, Digest",,"Up, First",NB 7/28/15 Swarthmore College IH
1775702_1,"Rousseau, Jean-Jacques,",1712-1778.,"Eloisa: or, a series of original letters. Vol. I.",London,1769,Duodecimo,In four volumes.,"Footnotes, Essay, Advertisement, Note, Introduction, Preface",0,Epistolary,,,0,1,Translation,Eloisa,"Series, Letter, Volume, Edition, Dialogue, Man, M., Subject, Romance, Preface, Work","French, Four, Fourth, New",,"Eloisa, J. J. Rousseau, M. J. J. Rousseau","Collect, Publish, Translate, Intend",Letter,Since,KGP 7/7/15 Haverford College MH
1791946,"Bignon, Jean Paul,",1662-1743.,"The adventures of Abdalia, son of Hanif, sent by the sultan of the Indies, to make a discovery of the island of Borico, where the fountain which restores past youth is supposed to be found. Also an account of the travels of Rouschen, a Persian lady, to the topsy-turvy island, undiscover'd to this. The whole intermix'd with several curious and instructive histories. Translated into French from an Arabick manuscript found at Batavia by Mr. de Sandison : and now done into English by William Hatchett, Gent. Adorn'd with cuts.",London,1729,Octavo,,"Dedication, Advertisement, Letter, Table of contents, Footnotes",0,First-person,Third-person,,1,1,Translation,,"Adventure, Son, Sultan, Discovery, Island, Fountain, Youth, Account, Travel, Lady, Day, Whole, History, French, Manuscript, English, Gent, Cut","Past, Persian, Topsy-turvy, Undiscover'd, Undiscovered, Several, Curious, Instructive, Arabick, Arabic","Indies, Batavia","Abdalia, Hanif, Borico, Rouschen, Mr. de Sandisson, William Hatchett, William Hatchett, Gent","Send, Make, Restore, Suppose, Find, Intermix, Translate, Do, Adorn",,,IH 8/3/2015 Swarthmore College GE
179309,"Berington, Simon,",1680-1755.,"The adventures of Sig. Gaudentio di Lucca. Being the substance of his examination before the fathers of the Inquisition at Bologna in Italy : giving an account of an unknown country in the midst of the deserts of Africa, the origin and antiquity of the people, their religion, customs, and laws. Copied from the original manuscript in St. Mark's Library at Venice; with critical notes of the learned Signor Rhedi. To which is prefixed a letter of the secretary of the Inquisition, shewing the reasons of Signor Gaudentio's being apprehended, and the manner of it. Translated from the Italian.",London,1763,Duodecimo,,"Preface, Introduction, Footnotes",0,First-person,,,1,1,Translation,,"Adventure, Substance, Examination, Father, Inquisition, Account, Country, Midst, Desert, Origin, Antiquity, Person, Religion, Custom, Law, Manuscript, Note, Letter, Secretary, Reason, Manner, Italian","Unknown, Original, Critical, Learned","Bologna, Italy, Africa, St. Mark's Library, Venice, Inquisition","Sig. Gaudentio di Lucca, Signor Rhedi, Signor Gaudentio","Be, Give, Copy, Prefix, Show, Apprehend, Translate","Manuscript, Letter",,NB 6/15/15 Swarthmore College IH
179521-1,"Scott, Sarah,",1723-1795.,The history of Sir George Ellison. In two volumes. Vol. I.,London,1766,Duodecimo,In two volumes.,Preface,0,Third-person,First-person,,0,1,,,"History, Volume",Two,,Sir George Ellison,,,,KS 6/12/2015 University of Pennsylvania IH
179521-2,"Scott, Sarah,",1723-1795.,The history of Sir George Ellison.,London,1766,Duodecimo,In two volumes,Preface,0,Third-person,,,0,1,,,"History, Volume",Two,,Sir George Ellison,,,,KS 6/12/2015 University of Pennsylvania IH
1797874,"Gunning,",1740?-1800.,"The cottage; a novel: in a series of letters. By Miss Minifie, author of Barford-Abbey. In three volumes.",London,1769,Duodecimo,In three volumes.,,0,Epistolary,,,0,1,,Barford-Abbey,"Cottage, Novel, Series, Letter, Author, Abbey, Volume",Three,Barford-Abbey,Miss Minifie,,Letter,,IH 6/24/2015 Swarthmore College GE
1798493,,,"Constantia and her daughter Julia, an Italian history; with a discourse on romances. Vol. I.",Dublin,1769,Duodecimo,,"Note, Essay",0,Third-person,First-person,,0,1,,,"Daughter, History, Discourse, Romance",Italian,,"Constantia, Julia",,,,KGP 7/13/15 Haverford College NB
1798963,"\InaÃ¢Ë†_Ãƒâ€°Ã¢Ë†_ÃƒÂ«yat AllaÃ¢Ë†_Ãƒâ€°Ã¢Ë†_ÃƒÂ«h,",d. ca. 1671.,Tales translated from the Persian Inatulla of Delhi. In two volumes. Vol. 1.,London,1768,Duodecimo,,"Preface, To the reader, Footnotes",0,Third-person,First person,,0,1,Translation,,"tale, Persian, volume",two,Delhi,Inatulla of Delhi,translate,,,GE 6/30/2015 Swarthmore College KS
1799320,"Paterson, Samuel,",1728-1802.,Coriat Junior. Vol. I.,London,1769,Duodecimo,In two volumes.,"License, Preface, Table of contents, Table of contents, Table of contents, Footnotes",1,First-person,,,1,1,,,"Traveler, Remark, Observation, Journey, End, Year, 1766, Volume, Part","Another, Cursory, Tritical, Latter, Junior, Two",Netherlands,Coriat Junior,Make,,,KGP 7/6/15 Haverford College NB
1799322,J. N.,,"The history of Lady Louisa Stroud, and the honourable Miss Caroline Stretton. In two volumes. Vol. I.",Dublin,1764,Duodecimo,In two volumes.,"Dedication, Introduction",0,Epistolary,,Poems,1,1,,,"History, Lady, Miss, Volume","Honourable, Two",,"Lady Louisa Stroud, Miss Caroline Stretton",,,,MH 6/19/15 University of Pennsylvania NB
1799792,,,"The Spanish politician: or, Some account of the management of Cardinal Alberoni. Done out of French.",London,1718,Octavo,,"Preface, Errata",0,First-person,Epistolary,,0,0,Translation,,"Politician, Account, Management, Cardinal, French","Spanish, Some",,Cardinal Alberoni,Do,,,KS University of Pennsylvania 07/21/15 NB
1801901,,,"The bonze, or Chinese anchorite, an oriental epic novel. Translated from the Mandarin language, of Hoamchi-vam, a Tartarian proselite, by Monsr. D'Alenzon, dedicated to Lord Kilwarling son and heir of the Earl of Hilliborough Secretary of State for the Northern colonies. With adventurous wing exploring new-found worlds, the orient muse unfettered with rhyme who sings of heaven, of earth, and wond'rous mutations: strives to mingle instruction with delight, in hope to gain the smile of approbation. Vol. I.",London,1769,Octavo,,"Dedication, Table of contents, Table of contents, Errata, Errata",0,Third-person,First-person,,0,1,Translation,,"Bonze, Anchorite, Novel, Language, Proselite, Monsr., Lord, Son, Heir, Earl, Secretary of State, Secretary, State, Colony, Wing, World, Orient, Muse, Rhyme, Heaven, Earth, Mutation, Instruction, Delight, Hope, Smile, Approbation, Volume","Chinese, Oriental, Epic, Mandarin, Tartarian, Dedicate, Northern, Adventurous, New-found, Unfettered, Wondrous, One, Two",Hilliborough,"Hoamchi-vam, Monsr. D'Alenzon, Lord Kilwarling, Earl of Hilliborough","Translate, Explore, Unfetter, Sing, Strive, Mingle, Gain",,,KGP 7/6/15 Haverford College MH
1802107,,,"Did you ever see such damn'd stuff? Or, so-much-the-better.",London,1760,Octavo,,Table of contents,1,Third-person,First-person,,1,1,,,"Stuff, Story, Head, Tail, Wit, Humor","Damned, Better",,,See,,"Ever, Such, Much",GE 6/5/15 Swarthmore College NB
1802362,"Zelis,",,"Celenia: or, the history of Hyempsal King of Numidia. In two volumes. Vol. I.",London,1736,Duodecimo,In two volumes,"Dedication, Preface, Footnotes",0,Third-person,Letters,Poems,1,1,,,"History, King, Volume",Two,Numidia,"Celenia, Hyempsal King of Numidia, Hyempsal",,,,NB 08/04/15 Swarthmore College YDS
1802363,,,"The secret history of the prince of the Nazarenes and two turks. To which is added, the fatal amour between a beautiful lady, and a young nobleman.",London,1719,Folio,,Footnote,1,Third-person,"First-person, Epistolary",,0,0,,,"Prince, Nazarene, History, Turk, Amour, Lady, Nobleman","Secret, Two, Fatal, Beautiful, Young",,Prince of the Nazarenes,Add,,,NB 7/15/15 Swarthmore College IH
1802991,,,"The lover's secretary; or, The adventures of Lindamira, a lady of quality. Written to her friend in the country. In XXIV Letters. Revis'd and corrected by Mr. Tho. Brown. The third edition.",London,1734,Duodecimo,,Preface,0,Epistolary,,,1,1,,,"Lover, Secretary, Adventure, Lady, Quality, Friend, Country, Letter, Mister",Twenty four,,"Lindamira, Mr. Tho. Brown","Write, Revise, Correct",Letter,,KGP 8/3/15 Haverford College GE
1807023,"Barker, Jane.",,The lining of the patch-work screen; design'd for the father entertainment of the ladies. By Mrs. Jane Barker.,London,1726,Duodecimo,,"Errata, Footnotes, Footnotes, To the reader, Table of contents",0,Third-person,"First-person, Letters",Poems,1,1,,Patch-Work Screen,"Lining, Screen, Entertainment, Lady, Mrs.","Patch-work, Patchwork, Farther",,Mrs. Jane Barker,Design,"Screen, Lining",,KGP 7/15/15 Haverford College NB
1807217,Person of quality.,,"The brothers: or, treachery punish'd. Interspers'd with I. The adventures of Don Alvarez. II. The adventures of Don Lorenzo. III. Cupid and Bacchus, a dramatic entertainment. And, IV. The adventures of Mariana, sister to Don Alvarez. Written by a person of quality.",London,1730,Octavo,,Dedication,0,Third-person,Epistolary,Theatrical Dialogue,0,0,,,"Brother, Treachery, Adventure, Don, Entertainment, Sister, Person, Quality",Dramatic,,"Don Alvarez, Don Lorenzo, Cupid, Bacchus, Mariana","Punish, Intersperse, Write",,,MH 6/29/15 University of Pennsylvania NB
1808066,"Haywood, Eliza Fowler,",1693?-1756.,The secret history of the present intrigues of the court of Caramania.,London,1727,Octavo,,Key,0,Third-person,"First-person, Epistolary",Poems,0,1,,,"History, Intrigue, Court, Edition","Secret, Present, Second",Caramania,,Correct,,,NB 7/14/15 Swarthmore College YDS
1808700,,,"The ladies tales: exemplified in the vertues and vices of the quality, with reflections.",London,1714,Duodecimo,,"Dedication, To the reader, Table of contents",0,"First person, Third person",,"Poems, A song",0,1,,,"Lady, Tale, Vertue, Virtue, Vice, Quality, Reflection",,,,Exemplify,,,GE 7/21/15 Swarthmore College NB
1813449,,,"A pacquet from Will's: or, a new collection of original letters on several subjects; containing pleasant memoirs, intrigues and adventures that lately hapned at London, Hampton Court, Tunbridge, Epsom, North Hall and the Bath. With several satyrical characters, both of ladies and gentlemen, in prose and verse; with original letters by King Charles II. and the late Q. of Sweden. Written and collected by several hands.",London,1701,Octavo,,,0,Epistolary,,,1,1,,,"Pacquet, Collection, Letter, Subject, Memoir, Intrigue, Adventure, Character, Lady, Gentleman, Prose, Verse, King, Queen, Hand","New, Original, Several, Pleasant, Satirical, Satyrical, Late","London, Hampton Court, Tumbridge, Epsom, North Hall, Bath, Sweden","Will, King Charles II, Queen of Sweden","Contain, Happen, Write, Collect",Letter,Lately,KS 07/23/15 University of Pennsylvania MH
1813680-1,Young lady.,,The prude: a novel. By a young lady.,London,1725,Quarto,,Dedication,1,Third-person,"First-person, Epistolary",Poems,0,1,,,"Prude, Novel, Lady, Part","Young, Last",,,Write,,,YDS 7/14/15 Swarthmore College NB
1813680-2,Young lady.,,The prude: a novel. By a young lady.,London,1724,Quarto,,Dedication,1,Third-person,Epistolary,Poems,1,1,,,"Prude, Novel, Lady",Young,,,,,,YDS 7/15/15 Swarthmore College NB
1815738,,,The unexpected wedding.,Dublin,1768,Duodecimo,,,0,Epistolary,,,0,0,,,"Wedding, Series, Letter",Unexpected,,,,,,MH 6/23/15 University of Pennsylvania KGP
1816853,"Gwinnett, Richard,",d. 1717.,"Pylades and Corinna: or, memoirs of the lives, amours, and writings of Richard Gwinnett, Esq.; of Great Shurdington in Gloucestershire; and Mrs. Elizabeth Thomas, Jun. of Great Russel Street, Bloomsbury. Containing, the letters and other miscellaneous pieces, in prose and verse, which passed between them during a courtship of above sixteen years. Faithfully published from their original manuscripts. Attested by Sir Edward Northey, knight. To which is prefixed, The life of Corinna. Written by her self.",London,1731,Octavo,,"Dedication, Preface, Table of Contents, About the author, Footnotes",0,Epistolary,Third-person,Poems,1,1,,The Life of Corinna. Written by herself.,"Esq., Jun., Sir, Memoir, Life, Amour, Writing, Esquire, Letter, Piece, Prose, Verse, Courtship, Year, Manuscript, Knight, Life","Junior, Miscellaneous, Sixteen, Original","Great Shurdington in Gloucestershire, Gloucestershire, Great Russel Street, Bloomsbury, Bloomsbury","Pylades, Corinna, Richard Gwinnett Esq., Elizabeth Thomas Jun., Sir Edward Northey","Contain, Pass, Publish, Attest, Prefix, Write",Letter,Faithfully,NB 6/26/15 Swarthmore College GE
1817470,"Lyttelton, George Lyttelton,",1709-1773.,"Letters from a Persian in England, to his friend at Ispahan. [Price three shillings.]",London,1735,Duodecimo,,"To the booksellers, Footnotes",1,Epistolary,,,1,1,Translation,,"Letter, Persian, Friend, Price, Shilling",Three,"England, Ispahan",,,Letter,,NB Swarthmore College 7/30/2015 MH
181766,"Potter, John,",fl. 1754-1804.,The history of the adventures of Arthur O'Bradley.,London,1769,Duodecimo,,"Table of contents., Footnote",1,First-person,,,0,1,,,,"History, Adventure",,Arthur O'Bradley,,,,KS 07/17/15 University of Pennsylvania NB
1818335,"Du Noyer,",1663-1719.,"Letters from a lady at Paris to a lady at Avignon: containing a particular account of the city, the politicks, intrigues, gallantry, and secret history of persons of the first quality in France.",London,1716,Octavo,,Preface,0,Epistolary,,Poems,0,1,Translation,,"Letter, Lady, Account, City, Politick, Intrigue, Gallantry, History, Person, Quality","Particular, Secret, First","Paris, Avignon, France",,Contain,Letter,,
1818524,"Montesquieu, Charles de Secondat,",1689-1755.,Persian Letters. Translated by Mr. Ozell. The third edition.,Dublin,1731,Duodecimo,,"Advertisement, Table of contents, Postscript",0,Epistolary,,,1,1,Translation,,"Letter, Edition","Persian, Third",,Mr. Ozell,Translate,Letter,,GE 6/30/2015 Swarthmore College NB
1818538,"Lussan, Marguerite de,",1682-1758.,"The life of the Countess de Gondez. Written by her own hand in French, and dedicated to the Princess de la Roche-sur-yon. And now faithfully translated into English, by Mrs. P. Aubin.",London,1729,Duodecimo,,"Dedication, To the reader",0,First-person,Epistolary,,0,1,Translation,,"Life, Countess, Hand, French, Princess, English, Mrs.",,La Roche-sur-Yon,"Countess de Gondez, Princess de la Roche-sur-Yon, Mrs. P. Aubin","Write, Dedicate, Translate",,"Now, Faithfully",NB 7/21/15 Swarthmore College MH
